16.192,4.2376,428,1.893,66.272,5
15.427,2.9703,300,1.6522,56.952,5
5.1277,1.1782,119,1.2763,18.728,5
9.4462,2.3168,234,1.6724,29.316,5
8.9604,1.8218,184,1.4781,26.307,5
9.0011,1.9802,200,1.5563,26.599,5
7.8614,1.5545,157,1.3965,23.15,5
8.3223,1.802,182,1.4805,23.897,5
8.4302,1.703,172,1.4564,26.048,5
8.7573,2.0297,205,1.5309,26.34,5
8.5105,1.6238,164,1.4652,24.249,5
9.2832,2.0495,207,1.6487,28.856,5
8.1139,1.7525,177,1.4769,22.967,5
9.8661,2.2772,230,1.6505,30.861,5
8.5228,2.099,212,1.6514,26.958,5
7.9204,1.5248,154,1.3749,23.379,5
7.9599,1.7624,178,1.5392,23.289,5
8.9376,1.802,182,1.4627,25.893,5
8.4321,1.8317,185,1.5343,24.601,5
11.043,2.6238,265,1.7879,35.366,5
10.219,2.4059,243,1.6231,32.056,5
8.2182,1.8317,185,1.5225,23.577,5
9.4323,2.2772,230,1.625,30.068,5
8.3124,1.8218,184,1.5004,25.53,5
9.3689,2.1782,220,1.5949,31.462,5
8.9137,2.2178,224,1.6345,30.154,5
8.7458,1.8614,188,1.5013,25.718,5
8.9745,1.9604,198,1.5658,27.218,5
7.8569,1.6238,164,1.4111,21.644,5
9.1121,2.0099,203,1.6438,29.201,5
8.4891,1.9406,196,1.5425,26.623,5
10.801,2.7228,275,1.783,37.884,5
8.6759,1.901,192,1.6031,30.885,5
8.8082,2.0099,203,1.5173,25.91,5
8.3577,1.901,192,1.525,24.403,5
9.0602,2.0495,207,1.5551,27.976,5
8.649,1.8119,183,1.6201,25.711,5
8.0122,1.9307,195,1.5953,23.792,5
8.6013,1.703,172,1.4929,26.545,5
7.7298,1.5545,157,1.4314,22.741,5
8.2486,1.7723,179,1.4798,24.481,5
8.9608,2.3762,240,1.7872,27.04,5
9.2089,2.0792,210,1.5512,32.753,5
10.189,2.4653,249,1.7886,33.845,5
8.4216,1.6832,170,1.4542,26.405,5
9.3775,2.2079,223,1.7081,29.45,5
8.8189,1.9604,198,1.506,25.756,5
8.2362,1.7228,174,1.399,23.15,5
9.1212,2.3762,240,1.635,27.61,5
8.8515,1.7525,177,1.549,26.438,5
8.0711,1.7228,174,1.4879,23.326,5
8.9455,1.9703,199,1.5986,26.414,5
8,1.5149,153,1.3625,22.62,5
8.1683,1.8515,187,1.585,23.725,5
9.9407,2.099,212,1.578,31.678,5
7.3757,1.297,131,1.4401,20.451,5
8.1826,1.8614,188,1.5203,23.768,5
7.6992,1.7129,173,1.5324,21.842,5
9.6002,2.5743,260,1.7633,33.468,5
9.1081,2,202,1.6621,28.06,5
7.9329,1.6931,171,1.4685,23.235,5
7.7294,1.7723,179,1.4783,22.763,5
7.9353,1.8119,183,1.4665,24.033,5
7.9864,1.7228,174,1.4991,23.717,5
8.0954,1.8515,187,1.5945,24.795,5
8.5029,2.0891,211,1.6758,28.112,6
8.4899,2.1188,214,1.5977,27.713,6
8.0853,1.8812,190,1.5425,24.855,6
8.6369,1.9802,200,1.5143,26.09,6
17.208,4.3267,437,1.9029,65.671,6
14.005,2.8713,290,1.7404,48.794,6
10.735,2.3861,241,1.6952,34.249,6
17.154,4.1584,420,1.9344,64.648,6
27.567,9.4059,950,2.292,135.37,6
13.591,2.703,273,1.6991,56.046,6
11.439,2.7426,277,1.7604,38.346,6
9.9886,2.4059,243,1.6551,32.903,6
10.816,2.3465,237,1.7758,34.817,6
11.543,2.5347,256,1.808,37.32,6
10.338,2.7426,277,1.8238,35.268,6
11.124,2.8812,291,1.8605,42.941,6
12.377,2.8812,291,1.8491,42.886,6
10.954,2.7426,277,1.7775,37.359,6
13.495,3.8515,389,2.0653,60.208,6
10.994,2.4653,249,1.7449,36.944,6
11.979,3.1881,322,1.8243,42.085,6
10.082,2.6436,267,1.7369,34.105,6
10.152,2.1881,221,1.5769,32.789,6
9.057,1.9703,199,1.5701,27.532,6
9.64,2.1287,215,1.6316,31.347,6
10.318,2.5545,258,1.7523,34.063,6
9.8712,2.1881,221,1.6112,30.656,6
13.424,3.6139,365,1.9007,55.563,6
8.9761,1.8416,186,1.5381,27.765,6
8.8156,2.4851,251,1.6608,28.427,6
8.8564,1.8713,189,1.5181,27.27,6
9.2499,2.3663,239,1.6393,30.622,6
11.156,2.8713,290,1.8187,37.715,6
9.4365,2.0792,210,1.6362,30.303,6
10.346,2.198,222,1.705,33.484,6
8.9152,2.1188,214,1.7562,30.002,6
7.9623,1.8317,185,1.5611,23.818,6
9.4496,2.5347,256,1.7106,32.349,6
9.5842,2.3366,236,1.6582,30.182,6
8.4492,1.7327,175,1.4458,26.224,6
9.2661,2.2475,227,1.6104,29.219,6
8.9978,2.1089,213,1.5835,29.689,6
9.5256,2.0594,208,1.6724,29.142,6
10.44,2.6238,265,1.7726,34.62,6
8.0633,1.8416,186,1.4938,24.298,6
10.303,2.5743,260,1.6811,32.275,6
13.778,3.7129,375,1.9635,50.145,6
9.9207,1.9802,200,1.6074,31.944,6
9.9072,2.4851,251,1.6575,31.309,6
9.8342,2.3762,240,1.8038,32.851,6
9.3955,1.9703,199,1.6282,28.465,6
8.7323,2.5347,256,1.9025,36.087,6
13.743,3.9109,395,2.06,57.359,6
10.319,2.2475,227,1.6707,32.589,6
11.055,3.3267,336,1.9159,39.848,6
9.6727,2.1287,215,1.5732,35.384,6
8.5655,1.901,192,1.525,26.858,6
10.623,2.7525,278,1.7574,33.737,6
16.758,4.4356,448,2.1124,66.016,6
10.395,2.4851,251,1.7752,35.4,6
11.382,2.8317,286,1.8477,42.866,6
11.587,2.8812,291,1.769,37.667,6
8.6652,2.0594,208,1.5935,27.2,6
7.9379,1.505,152,1.4532,23.39,6
8.774,1.8218,184,1.5786,24.95,6
8.463,1.6931,171,1.4754,24.795,6
10.153,2.4059,243,1.7456,32.687,6
10.012,2.2673,229,1.8625,33.669,6
12.041,2.8218,285,1.9135,41.087,6
10.796,2.8614,289,1.8312,36.138,6
9.3015,1.9505,197,1.5124,28.869,6
10.202,2.495,252,1.7096,31.576,6
9.1546,2.4356,246,1.7935,29.808,6
11.392,2.6436,267,1.8268,40.234,6
9.0202,2.0099,203,1.5514,27.183,6
7.5731,1.505,152,1.3876,22.906,6
10.478,2.4455,247,1.7576,34.362,6
8.2395,1.9703,199,1.5838,25.197,6
9.1121,2.0792,210,1.6331,29.305,6
9.6827,2.6238,265,1.7678,33.217,6
14.135,2.8119,284,1.6609,50.99,4
13.144,3.604,364,1.8401,53.647,4
17.247,4.604,465,1.8829,74.813,4
15.926,3.5347,357,1.7357,60.927,4
15.142,3.1584,319,1.75,56.958,4
14.193,2.9802,301,1.8146,56.247,4
7.1232,2,202,1.6603,21.509,4
9.9266,2.5248,255,1.7483,34.048,4
8.5906,1.9802,200,1.5553,27.961,4
8.9901,1.8713,189,1.5524,27.417,4
8.9244,1.8911,191,1.5469,28.495,4
8.8427,2,202,1.5703,26.613,4
9.3493,2.604,263,1.6721,30.924,4
8.6091,1.7525,177,1.4764,26.553,4
9.0737,2.3564,238,1.6457,29.245,4
8.9871,2.0594,208,1.5851,27.078,4
8.737,1.8119,183,1.448,26.812,4
9.1758,2.2376,226,1.6967,28.626,4
10.313,2.4059,243,1.6756,33.329,4
8.7783,1.8713,189,1.4868,26.012,4
9.1212,1.9703,199,1.529,26.681,4
8.622,1.9505,197,1.5945,26.561,4
8.6289,1.9406,196,1.4856,25.373,4
8.4975,2.0198,204,1.6103,25.402,4
8.756,1.8614,188,1.5118,26.685,4
10.125,2.4851,251,1.65,33.054,4
9.1382,2.2079,223,1.6534,29.72,4
8.435,1.9307,195,1.6201,25.214,4
8.0947,1.7822,180,1.4828,22.919,4
8.4031,1.8317,185,1.5181,24.947,4
9.0767,1.9703,199,1.6246,27.141,4
8.4832,1.8218,184,1.5988,25.117,4
8.7513,2.0594,208,1.5619,25.715,4
9.3048,2.0495,207,1.5741,29.497,4
7.8547,1.6931,171,1.473,22.524,4
8.6308,1.8614,188,1.5013,25.911,4
8.071,1.5941,161,1.4418,23.286,4
9.193,2.099,212,1.6578,27.375,4
8.4408,1.7426,176,1.5333,23.443,4
9.3105,2.198,222,1.654,27.518,4
9.9336,2.1881,221,1.6465,30.237,4
9.0189,1.9505,197,1.5919,27.346,4
9.5883,2.2376,226,1.6812,30.402,4
9.1062,2.0891,211,1.6687,27.106,4
8.8973,2.0495,207,1.5534,25.513,4
8.7019,2.2079,223,1.6251,27.553,4
8.1422,1.8614,188,1.4558,23.815,4
8.3622,1.802,182,1.4287,24.902,4
9.1137,2.1683,219,1.6356,27.484,4
9.3984,2.1683,219,1.7769,31.154,4
9.4486,2.1287,215,1.7018,29.727,4
9.512,2.1287,215,1.6454,27.966,4
7.964,1.6634,168,1.4104,22.282,4
10.304,2.5941,262,1.7461,32.419,4
8.7014,2.0099,203,1.5343,25.96,4
8.7309,1.9604,198,1.5606,25.612,4
9.1037,2.0693,209,1.5695,26.862,4
9.489,2.0693,209,1.6927,29.433,4
9.1646,2.0792,210,1.6544,28.245,4
9.3932,2.0297,205,1.6367,28.714,4
8.5827,1.802,182,1.5155,24.077,4
8.6302,1.9604,198,1.5636,24.281,4
8.7027,1.9901,201,1.5531,25.083,4
9.1297,2.0891,211,1.6649,27.475,4
9.2698,2.0891,211,1.6309,28.953,4
9.2932,2.5347,256,1.7236,31.666,4
8.7274,1.9109,193,1.5087,26.002,4
8.9605,2.0594,208,1.6114,27.57,4
8.305,1.8218,184,1.4916,23.761,4
9.6903,2.2673,229,1.6572,30.564,4
8.2951,1.5743,159,1.4314,23.17,4
9.7236,2.3564,238,1.7714,30.404,4
